0,2021-02-13 22:44:51,53.500,72.200,10.980,17.300
0,2021-02-13 22:45:06,53.500,72.200,10.980,17.300
0,2021-02-13 22:45:21,53.500,72.200,10.980,17.300
0,2021-02-13 22:45:35,53.500,72.200,10.980,17.300
0,2021-02-13 22:45:50,53.500,72.200,10.980,17.300
0,2021-02-13 22:46:05,53.500,72.200,10.980,17.300
0,2021-02-13 22:46:19,53.500,72.200,10.980,17.300
0,2021-02-13 22:46:34,53.500,72.200,10.980,17.300
0,2021-02-13 22:46:49,53.500,72.200,10.980,17.300
0,2021-02-13 22:47:04,53.500,72.200,10.980,17.300
0,2021-02-13 22:47:19,53.500,72.200,10.980,17.300
0,2021-02-13 22:47:33,53.500,72.200,10.980,17.300
0,2021-02-13 22:47:48,53.500,72.200,10.980,17.300
0,2021-02-13 22:48:02,53.500,72.200,10.980,17.300
0,2021-02-13 22:48:16,53.500,72.200,10.980,17.300
0,2021-02-13 22:48:31,53.500,72.200,10.980,17.300
0,2021-02-13 22:48:45,53.500,72.200,10.980,17.300
0,2021-02-13 22:49:00,53.500,72.200,10.980,17.300
0,2021-02-13 22:49:14,53.500,72.200,10.980,17.300
0,2021-02-13 22:49:28,53.500,72.200,10.980,17.300
0,2021-02-13 22:49:42,53.500,72.200,10.980,17.300
0,2021-02-13 22:49:56,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:18,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:25,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:31,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:37,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:44,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:50,53.500,72.200,10.980,17.300
0,2021-02-13 22:50:56,53.500,72.200,10.980,17.300
